Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
13575,mscoco/images,COCO_train2014_000000520654.jpg,"[480, 360]","[31, 136, 230, 268]","['Disconnection', 'Engagement', 'Fatigue']","[6, 8, 8]",Male,Kid
13576,mscoco/images,COCO_train2014_000000280377.jpg,"[640, 427]","[351, 30, 624, 328]",['Anticipation'],"[6, 7, 6]",Male,Kid
13577,mscoco/images,COCO_val2014_000000268058.jpg,"[480, 640]","[67, 64, 321, 343]","['Doubt/Confusion', 'Engagement']","[7, 7, 7]",Male,Kid
13578,mscoco/images,COCO_train2014_000000200289.jpg,"[640, 480]","[170, 79, 340, 331]",['Anticipation'],"[8, 9, 7]",Male,Adult
13579,mscoco/images,COCO_train2014_000000441229.jpg,"[640, 480]","[314, 61, 464, 399]","['Confidence', 'Excitement']","[7, 7, 10]",Male,Adult
13580,mscoco/images,COCO_val2014_000000263052.jpg,"[640, 480]","[114, 142, 295, 286]","['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness', 'Peace', 'Pleasure']","[6, 7, 9]",Female,Kid
13581,mscoco/images,COCO_train2014_000000126047.jpg,"[640, 480]","[391, 167, 624, 356]",['Engagement'],"[8, 4, 6]",Male,Adult
13582,mscoco/images,COCO_train2014_000000126047.jpg,"[640, 480]","[175, 152, 399, 428]",['Engagement'],"[6, 7, 7]",Male,Adult
13583,mscoco/images,COCO_train2014_000000341996.jpg,"[640, 360]","[305, 125, 450, 359]",['Sensitivity'],"[6, 8, 9]",Male,Kid
13584,framesdb/images,frame_7g632hnl39akwvos.jpg,"[496, 350]","[54, 179, 175, 293]","['Engagement', 'Peace']","[4, 3, 4]",Male,Kid
13585,framesdb/images,frame_7g632hnl39akwvos.jpg,"[496, 350]","[226, 45, 336, 216]","['Affection', 'Anticipation', 'Confidence', 'Esteem']","[6, 4, 6]",Female,Adult
13586,mscoco/images,COCO_train2014_000000278461.jpg,"[640, 480]","[101, 172, 217, 479]",['Engagement'],"[7, 6, 6]",Male,Adult
13587,mscoco/images,COCO_train2014_000000278461.jpg,"[640, 480]","[108, 141, 352, 473]","['Confidence', 'Happiness']","[7, 9, 9]",Male,Adult
13588,mscoco/images,COCO_train2014_000000564915.jpg,"[480, 640]","[126, 83, 361, 433]","['Anticipation', 'Confidence']","[8, 4, 7]",Female,Kid
13589,framesdb/images,frame_0vw78kdlfg8p1yjv.jpg,"[790, 790]","[171, 271, 359, 646]","['Excitement', 'Happiness', 'Pleasure', 'Surprise']","[7, 2, 8]",Female,Kid
13590,framesdb/images,frame_0vw78kdlfg8p1yjv.jpg,"[790, 790]","[67, 128, 251, 605]","['Engagement', 'Excitement']","[6, 7, 6]",Female,Kid
13591,framesdb/images,frame_0vw78kdlfg8p1yjv.jpg,"[790, 790]","[392, 231, 554, 389]","['Engagement', 'Excitement']","[6, 7, 7]",Female,Kid
13592,framesdb/images,frame_0vw78kdlfg8p1yjv.jpg,"[790, 790]","[540, 249, 716, 632]",['Engagement'],"[5, 2, 8]",Male,Kid
13593,mscoco/images,COCO_val2014_000000264948.jpg,"[640, 427]","[332, 50, 483, 348]","['Anticipation', 'Engagement']","[6, 7, 7]",Female,Teenager
13594,mscoco/images,COCO_train2014_000000187442.jpg,"[640, 480]","[253, 31, 600, 475]",['Engagement'],"[6, 3, 6]",Male,Adult
13595,mscoco/images,COCO_train2014_000000187442.jpg,"[640, 480]","[180, 45, 436, 412]","['Disconnection', 'Peace']","[7, 4, 9]",Male,Adult
13596,mscoco/images,COCO_train2014_000000044827.jpg,"[500, 375]","[229, 83, 346, 243]",['Engagement'],"[3, 3, 3]",Male,Adult
13597,mscoco/images,COCO_val2014_000000251798.jpg,"[640, 480]","[297, 169, 547, 479]",['Excitement'],"[8, 8, 9]",Male,Teenager
13598,mscoco/images,COCO_train2014_000000398025.jpg,"[640, 494]","[361, 102, 540, 468]",['Yearning'],"[6, 4, 7]",Male,Adult
13599,framesdb/images,frame_bjqv522bnn3m8afl.jpg,"[650, 409]","[450, 209, 626, 405]","['Anticipation', 'Engagement', 'Happiness']","[5, 7, 6]",Male,Adult
13600,framesdb/images,frame_bjqv522bnn3m8afl.jpg,"[650, 409]","[7, 215, 115, 408]",['Engagement'],"[6, 6, 6]",Female,Adult
13601,framesdb/images,frame_bjqv522bnn3m8afl.jpg,"[650, 409]","[417, 210, 467, 395]","['Anticipation', 'Engagement', 'Happiness']","[7, 6, 6]",Female,Adult
13602,ade20k/images,sun_davpbwwqhqwfwpgj.jpg,"[2592, 1944]","[817, 253, 1244, 1766]",['Confidence'],"[6, 6, 7]",Male,Adult
13603,mscoco/images,COCO_train2014_000000178872.jpg,"[640, 428]","[305, 18, 495, 309]",['Engagement'],"[6, 4, 6]",Male,Adult
13604,mscoco/images,COCO_train2014_000000491279.jpg,"[640, 480]","[430, 113, 577, 373]",['Happiness'],"[5, 5, 4]",Female,Kid
13605,framesdb/images,frame_bdatok3yjqhr58iv.jpg,"[2100, 1500]","[1167, 94, 1997, 1495]","['Anticipation', 'Engagement']","[5, 3, 5]",Male,Adult
13606,framesdb/images,frame_bdatok3yjqhr58iv.jpg,"[2100, 1500]","[1176, 263, 1314, 633]",['Engagement'],"[5, 6, 6]",Male,Adult
13607,framesdb/images,frame_bdatok3yjqhr58iv.jpg,"[2100, 1500]","[199, 305, 407, 971]","['Anticipation', 'Engagement', 'Happiness']","[6, 2, 7]",Male,Adult
13608,framesdb/images,frame_bdatok3yjqhr58iv.jpg,"[2100, 1500]","[334, 511, 1187, 1463]","['Anticipation', 'Engagement', 'Pain', 'Surprise']","[6, 6, 6]",Male,Adult
13609,mscoco/images,COCO_train2014_000000501814.jpg,"[640, 425]","[418, 75, 591, 270]","['Annoyance', 'Disapproval', 'Engagement']","[3, 6, 6]",Male,Adult
13610,mscoco/images,COCO_train2014_000000501814.jpg,"[640, 425]","[133, 96, 408, 376]",['Confidence'],"[3, 6, 6]",Male,Adult
13611,mscoco/images,COCO_train2014_000000292864.jpg,"[640, 427]","[140, 105, 416, 421]",['Happiness'],"[9, 7, 8]",Male,Adult
13612,mscoco/images,COCO_train2014_000000292864.jpg,"[640, 427]","[354, 150, 455, 426]","['Disconnection', 'Engagement', 'Sensitivity']","[6, 4, 7]",Male,Adult
13613,framesdb/images,frame_99108ocq6uetqsz8.jpg,"[620, 403]","[155, 26, 406, 401]","['Anticipation', 'Engagement']","[7, 4, 7]",Female,Adult
13614,mscoco/images,COCO_train2014_000000413182.jpg,"[500, 375]","[45, 66, 141, 341]",['Anticipation'],"[6, 6, 6]",Male,Kid
13615,mscoco/images,COCO_val2014_000000043305.jpg,"[640, 480]","[313, 15, 429, 366]","['Disquietment', 'Engagement']","[6, 6, 9]",Male,Adult
13616,mscoco/images,COCO_train2014_000000367784.jpg,"[640, 480]","[254, 125, 396, 365]","['Excitement', 'Happiness']","[8, 5, 8]",Male,Adult
13617,mscoco/images,COCO_train2014_000000495992.jpg,"[612, 612]","[355, 9, 524, 278]","['Engagement', 'Sensitivity', 'Yearning']","[6, 6, 5]",Male,Adult
13618,framesdb/images,frame_f5uvkm5y3vxyqvk6.jpg,"[780, 520]","[313, 76, 434, 411]",['Engagement'],"[5, 7, 8]",Male,Adult
13619,framesdb/images,frame_1t3ventd9dcmf4fw.jpg,"[634, 410]","[155, 61, 266, 409]",['Engagement'],"[5, 6, 8]",Female,Adult
13620,framesdb/images,frame_1t3ventd9dcmf4fw.jpg,"[634, 410]","[324, 42, 494, 409]","['Excitement', 'Happiness', 'Peace', 'Pleasure']","[7, 7, 5]",Female,Adult
13621,mscoco/images,COCO_val2014_000000242724.jpg,"[640, 480]","[105, 99, 220, 321]","['Engagement', 'Excitement', 'Happiness']","[8, 4, 7]",Female,Adult
13622,mscoco/images,COCO_train2014_000000447345.jpg,"[640, 486]","[176, 31, 375, 364]",['Engagement'],"[7, 7, 7]",Male,Adult
13623,mscoco/images,COCO_train2014_000000537326.jpg,"[640, 521]","[350, 46, 534, 444]",['Engagement'],"[6, 6, 3]",Male,Adult
13624,mscoco/images,COCO_train2014_000000537326.jpg,"[640, 521]","[138, 38, 327, 465]",['Engagement'],"[5, 6, 8]",Male,Adult
13625,mscoco/images,COCO_val2014_000000541391.jpg,"[640, 425]","[304, 178, 487, 305]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[4, 8, 5]",Male,Adult
13626,mscoco/images,COCO_train2014_000000383460.jpg,"[640, 427]","[314, 41, 448, 362]",['Yearning'],"[8, 4, 7]",Female,Adult
13627,mscoco/images,COCO_train2014_000000383460.jpg,"[640, 427]","[199, 33, 343, 357]","['Esteem', 'Excitement', 'Happiness']","[8, 8, 8]",Female,Adult
13628,mscoco/images,COCO_train2014_000000571799.jpg,"[640, 480]","[279, 67, 500, 373]","['Affection', 'Pleasure']","[6, 6, 6]",Female,Adult
13629,mscoco/images,COCO_val2014_000000204100.jpg,"[500, 281]","[245, 34, 387, 194]",['Engagement'],"[6, 7, 10]",Female,Adult
13630,mscoco/images,COCO_train2014_000000346576.jpg,"[500, 335]","[34, 59, 302, 327]",['Anticipation'],"[7, 6, 7]",Male,Kid
13631,mscoco/images,COCO_train2014_000000322634.jpg,"[640, 480]","[323, 6, 600, 368]","['Engagement', 'Fatigue']","[5, 4, 7]",Female,Adult
13632,mscoco/images,COCO_val2014_000000526004.jpg,"[480, 640]","[79, 23, 386, 422]","['Peace', 'Pleasure']","[6, 5, 8]",Male,Kid
13633,framesdb/images,frame_cby1kla5m78zbf2t.jpg,"[670, 447]","[371, 185, 446, 446]",['Confidence'],"[5, 2, 9]",Female,Adult
13634,mscoco/images,COCO_train2014_000000558579.jpg,"[427, 640]","[53, 113, 232, 235]","['Engagement', 'Excitement']","[8, 7, 7]",Male,Adult
13635,framesdb/images,frame_alayriq95zvj35tm.jpg,"[1484, 988]","[32, 282, 355, 975]","['Anticipation', 'Engagement']","[5, 6, 6]",Male,Adult
13636,framesdb/images,frame_alayriq95zvj35tm.jpg,"[1484, 988]","[1227, 594, 1392, 899]","['Anticipation', 'Engagement', 'Happiness']","[5, 3, 3]",Male,Adult
13637,mscoco/images,COCO_train2014_000000437753.jpg,"[640, 429]","[174, 136, 318, 319]","['Anticipation', 'Engagement', 'Excitement']","[7, 7, 6]",Male,Adult
13638,framesdb/images,frame_f0qns114nalb9qpd.jpg,"[1484, 918]","[182, 615, 525, 917]",['Excitement'],"[5, 2, 9]",Female,Adult
13639,framesdb/images,frame_f0qns114nalb9qpd.jpg,"[1484, 918]","[895, 102, 1001, 202]",['Engagement'],"[6, 6, 6]",Male,Adult
13640,framesdb/images,frame_f0qns114nalb9qpd.jpg,"[1484, 918]","[1284, 551, 1421, 891]","['Anticipation', 'Surprise']","[6, 5, 6]",Female,Adult
13641,framesdb/images,frame_f0qns114nalb9qpd.jpg,"[1484, 918]","[1016, 605, 1180, 876]",['Engagement'],"[5, 2, 9]",Male,Adult
13642,framesdb/images,frame_f0qns114nalb9qpd.jpg,"[1484, 918]","[433, 600, 535, 790]",['Excitement'],"[7, 6, 6]",Female,Adult
13643,mscoco/images,COCO_train2014_000000440154.jpg,"[640, 480]","[307, 61, 474, 235]","['Anticipation', 'Engagement', 'Peace']","[4, 6, 5]",Female,Adult
13644,mscoco/images,COCO_train2014_000000440154.jpg,"[640, 480]","[173, 119, 405, 347]","['Annoyance', 'Disquietment', 'Engagement', 'Fatigue']","[5, 4, 6]",Female,Adult
13645,mscoco/images,COCO_train2014_000000385626.jpg,"[640, 418]","[76, 72, 210, 321]",['Yearning'],"[6, 8, 8]",Female,Adult
13646,mscoco/images,COCO_val2014_000000042501.jpg,"[640, 430]","[270, 91, 510, 306]",['Excitement'],"[6, 8, 6]",Male,Adult
13647,mscoco/images,COCO_train2014_000000224811.jpg,"[640, 429]","[219, 78, 450, 372]","['Anticipation', 'Confidence', 'Engagement']","[5, 8, 8]",Male,Teenager
13648,mscoco/images,COCO_val2014_000000109503.jpg,"[500, 443]","[38, 66, 193, 424]","['Anticipation', 'Confidence', 'Engagement']","[7, 3, 9]",Male,Adult
13649,mscoco/images,COCO_train2014_000000477120.jpg,"[640, 427]","[214, 139, 370, 356]","['Anticipation', 'Confidence', 'Engagement']","[5, 9, 6]",Male,Adult
13650,mscoco/images,COCO_train2014_000000477120.jpg,"[640, 427]","[64, 215, 239, 358]","['Anticipation', 'Engagement', 'Excitement']","[5, 9, 6]",Male,Adult
13651,mscoco/images,COCO_val2014_000000253485.jpg,"[640, 478]","[195, 29, 546, 469]",['Sympathy'],"[7, 8, 8]",Male,Adult
13652,framesdb/images,frame_36r2p77r6xdm8my7.jpg,"[900, 600]","[387, 290, 508, 532]",['Engagement'],"[4, 4, 9]",Male,Adult
13653,mscoco/images,COCO_train2014_000000120782.jpg,"[500, 375]","[100, 111, 172, 325]",['Engagement'],"[8, 7, 7]",Male,Adult
13654,framesdb/images,frame_kkv316xqimr332qt.jpg,"[450, 470]","[149, 24, 371, 428]","['Confidence', 'Engagement', 'Happiness']","[8, 6, 6]",Female,Teenager
13655,framesdb/images,frame_ca2k2ev6icsn9psw.jpg,"[1500, 920]","[85, 252, 432, 919]","['Engagement', 'Excitement', 'Happiness']","[6, 2, 9]",Female,Adult
13656,framesdb/images,frame_ca2k2ev6icsn9psw.jpg,"[1500, 920]","[1183, 137, 1499, 918]",['Disconnection'],"[5, 2, 9]",Female,Adult
13657,framesdb/images,frame_ca2k2ev6icsn9psw.jpg,"[1500, 920]","[891, 207, 1177, 919]","['Engagement', 'Excitement', 'Happiness']","[8, 9, 7]",Female,Teenager
13658,framesdb/images,frame_ca2k2ev6icsn9psw.jpg,"[1500, 920]","[275, 224, 766, 919]","['Affection', 'Excitement', 'Happiness', 'Pleasure']","[6, 4, 9]",Female,Adult
13659,framesdb/images,frame_ca2k2ev6icsn9psw.jpg,"[1500, 920]","[993, 94, 1145, 227]","['Engagement', 'Excitement']","[5, 2, 9]",Male,Adult
13660,framesdb/images,frame_hzgwq5xyxej5zrb7.jpg,"[454, 681]","[71, 111, 395, 680]",['Engagement'],"[7, 4, 8]",Male,Adult
13661,mscoco/images,COCO_train2014_000000135676.jpg,"[640, 428]","[377, 235, 587, 422]","['Peace', 'Pleasure']","[8, 4, 6]",Female,Adult
13662,mscoco/images,COCO_train2014_000000100668.jpg,"[640, 408]","[385, 92, 536, 382]","['Anticipation', 'Engagement']","[6, 4, 6]",Male,Adult
13663,mscoco/images,COCO_train2014_000000045840.jpg,"[640, 426]","[328, 96, 455, 308]",['Happiness'],"[8, 4, 6]",Female,Adult
13664,mscoco/images,COCO_train2014_000000045840.jpg,"[640, 426]","[308, 101, 402, 386]","['Peace', 'Pleasure']","[9, 6, 7]",Male,Adult
13665,mscoco/images,COCO_train2014_000000501176.jpg,"[500, 333]","[105, 58, 200, 244]","['Excitement', 'Happiness']","[6, 8, 8]",Male,Adult
13666,mscoco/images,COCO_train2014_000000299779.jpg,"[640, 480]","[91, 44, 272, 245]","['Anticipation', 'Engagement']","[6, 4, 6]",Female,Teenager
13667,mscoco/images,COCO_train2014_000000536146.jpg,"[640, 428]","[23, 192, 185, 361]","['Disconnection', 'Engagement']","[6, 4, 7]",Female,Adult
13668,framesdb/images,frame_4y5il9o89r03c602.jpg,"[375, 529]","[254, 184, 369, 481]",['Engagement'],"[7, 6, 7]",Male,Adult
13669,framesdb/images,frame_0ey7hhncbtc2iafe.jpg,"[432, 333]","[278, 30, 404, 327]",['Engagement'],"[7, 7, 6]",Female,Adult
13670,framesdb/images,frame_0ey7hhncbtc2iafe.jpg,"[432, 333]","[147, 32, 276, 328]","['Engagement', 'Happiness']","[9, 4, 8]",Female,Adult
13671,mscoco/images,COCO_train2014_000000140291.jpg,"[640, 480]","[43, 106, 169, 471]","['Anticipation', 'Engagement']","[5, 5, 7]",Male,Adult
13672,mscoco/images,COCO_train2014_000000140291.jpg,"[640, 480]","[208, 72, 583, 474]",['Happiness'],"[8, 8, 7]",Male,Adult
13673,mscoco/images,COCO_train2014_000000138905.jpg,"[640, 480]","[168, 185, 537, 474]","['Engagement', 'Happiness']","[6, 7, 7]",Male,Teenager
13674,mscoco/images,COCO_train2014_000000348907.jpg,"[640, 423]","[454, 95, 622, 417]",['Yearning'],"[7, 4, 8]",Male,Adult
13675,mscoco/images,COCO_train2014_000000348907.jpg,"[640, 423]","[520, 98, 631, 418]",['Yearning'],"[6, 4, 7]",Female,Adult
13676,mscoco/images,COCO_train2014_000000261239.jpg,"[500, 376]","[244, 108, 333, 366]","['Anticipation', 'Engagement']","[6, 5, 7]",Female,Teenager
13677,mscoco/images,COCO_train2014_000000226577.jpg,"[567, 377]","[154, 122, 248, 369]","['Anticipation', 'Engagement']","[6, 4, 7]",Male,Adult
13678,mscoco/images,COCO_train2014_000000226577.jpg,"[567, 377]","[285, 117, 394, 367]",['Anticipation'],"[6, 4, 7]",Male,Adult
13679,mscoco/images,COCO_val2014_000000558633.jpg,"[640, 480]","[320, 197, 547, 376]",['Engagement'],"[6, 4, 7]",Male,Adult
13680,mscoco/images,COCO_val2014_000000558633.jpg,"[640, 480]","[105, 195, 333, 396]","['Engagement', 'Happiness', 'Sympathy']","[7, 7, 8]",Male,Adult
13681,framesdb/images,frame_5aw4du6t7yi9tmwr.jpg,"[3070, 2064]","[0, 942, 433, 2035]","['Anticipation', 'Engagement']","[8, 6, 7]",Male,Adult
13682,framesdb/images,frame_5aw4du6t7yi9tmwr.jpg,"[3070, 2064]","[427, 766, 1985, 2063]","['Engagement', 'Excitement']","[8, 5, 7]",Male,Adult
13683,framesdb/images,frame_5aw4du6t7yi9tmwr.jpg,"[3070, 2064]","[2223, 1169, 2574, 1550]","['Anticipation', 'Engagement']","[7, 6, 6]",Female,Adult
13684,framesdb/images,frame_5aw4du6t7yi9tmwr.jpg,"[3070, 2064]","[2799, 1194, 3069, 1568]",['Engagement'],"[7, 6, 6]",Female,Adult
13685,mscoco/images,COCO_train2014_000000057199.jpg,"[640, 480]","[126, 120, 295, 473]","['Doubt/Confusion', 'Engagement']","[6, 4, 7]",Male,Adult
13686,mscoco/images,COCO_val2014_000000242301.jpg,"[640, 427]","[6, 9, 253, 349]","['Engagement', 'Excitement', 'Happiness']","[9, 10, 9]",Female,Adult
13687,mscoco/images,COCO_val2014_000000183571.jpg,"[640, 380]","[16, 49, 268, 359]",['Anticipation'],"[8, 9, 10]",Male,Adult
13688,mscoco/images,COCO_train2014_000000072769.jpg,"[640, 272]","[124, 16, 255, 271]","['Engagement', 'Yearning']","[4, 5, 3]",Male,Kid
13689,mscoco/images,COCO_train2014_000000364953.jpg,"[640, 602]","[281, 115, 548, 601]",['Confidence'],"[8, 8, 7]",Male,Adult
13690,mscoco/images,COCO_val2014_000000571970.jpg,"[640, 569]","[248, 133, 402, 476]","['Doubt/Confusion', 'Peace']","[6, 4, 7]",Male,Adult
13691,framesdb/images,frame_k64y89bt5p2ubs73.jpg,"[1599, 1066]","[1006, 366, 1598, 879]","['Happiness', 'Pleasure']","[6, 6, 4]",Male,Adult
13692,framesdb/images,frame_6ft68ecge7zfdsea.jpg,"[1300, 957]","[13, 20, 584, 874]","['Happiness', 'Pleasure']","[7, 4, 7]",Female,Adult
13693,mscoco/images,COCO_train2014_000000014468.jpg,"[640, 480]","[159, 61, 293, 420]",['Engagement'],"[4, 4, 3]",Male,Adult
13694,mscoco/images,COCO_train2014_000000193023.jpg,"[640, 480]","[265, 30, 547, 453]","['Happiness', 'Sensitivity']","[7, 7, 8]",Male,Adult
13695,mscoco/images,COCO_train2014_000000396303.jpg,"[529, 640]","[106, 286, 242, 486]",['Fear'],"[6, 4, 4]",Male,Adult
13696,framesdb/images,frame_j5kz1ydwybbcg5hy.jpg,"[1300, 1013]","[735, 85, 1188, 867]",['Engagement'],"[6, 4, 2]",Male,Adult
13697,framesdb/images,frame_e8flhkbsfsj0sgwk.jpg,"[450, 300]","[31, 53, 329, 299]","['Affection', 'Anticipation', 'Engagement', 'Happiness']","[6, 2, 9]",Female,Adult
13698,framesdb/images,frame_e8flhkbsfsj0sgwk.jpg,"[450, 300]","[203, 78, 446, 281]","['Anticipation', 'Engagement', 'Happiness']","[5, 4, 4]",Female,Kid
13699,framesdb/images,frame_knppj8psh6vnf1hi.jpg,"[4665, 3499]","[2531, 452, 4077, 1670]","['Happiness', 'Peace']","[10, 4, 2]",Female,Teenager
13700,framesdb/images,frame_knppj8psh6vnf1hi.jpg,"[4665, 3499]","[142, 562, 1280, 1532]","['Affection', 'Excitement', 'Happiness', 'Pleasure']","[8, 3, 9]",Female,Adult
13701,framesdb/images,frame_gkn1ixglh9mk3pkk.jpg,"[2592, 1936]","[180, 838, 336, 1199]","['Sadness', 'Yearning']","[6, 5, 7]",Male,Adult
13702,framesdb/images,frame_gkn1ixglh9mk3pkk.jpg,"[2592, 1936]","[1079, 822, 1219, 1131]",['Engagement'],"[5, 7, 6]",Male,Adult
13703,mscoco/images,COCO_train2014_000000254210.jpg,"[640, 427]","[32, 139, 299, 423]",['Engagement'],"[7, 7, 6]",Female,Adult
13704,mscoco/images,COCO_train2014_000000060415.jpg,"[640, 426]","[181, 132, 352, 408]",['Engagement'],"[6, 7, 4]",Male,Kid
13705,mscoco/images,COCO_train2014_000000145128.jpg,"[640, 513]","[303, 173, 472, 496]",['Disapproval'],"[4, 4, 8]",Female,Adult
13706,framesdb/images,frame_6ul40c9pam1kc1ed.jpg,"[3987, 2848]","[752, 395, 1451, 2679]","['Confidence', 'Engagement']","[5, 6, 6]",Male,Adult
13707,framesdb/images,frame_6ul40c9pam1kc1ed.jpg,"[3987, 2848]","[3320, 330, 3901, 1053]","['Disconnection', 'Fatigue']","[6, 7, 7]",Male,Adult
13708,mscoco/images,COCO_train2014_000000370162.jpg,"[640, 400]","[200, 81, 578, 399]","['Anticipation', 'Engagement', 'Esteem']","[6, 5, 7]",Male,Adult
13709,mscoco/images,COCO_val2014_000000526089.jpg,"[640, 427]","[162, 21, 405, 419]","['Engagement', 'Fatigue']","[5, 5, 7]",Male,Adult
13710,mscoco/images,COCO_train2014_000000576386.jpg,"[640, 558]","[171, 19, 385, 394]","['Engagement', 'Peace']","[4, 7, 9]",Female,Adult
13711,mscoco/images,COCO_train2014_000000531331.jpg,"[640, 480]","[42, 27, 426, 420]",['Happiness'],"[6, 4, 7]",Male,Adult
13712,mscoco/images,COCO_train2014_000000208196.jpg,"[480, 640]","[37, 242, 261, 471]",['Engagement'],"[7, 4, 7]",Male,Adult
13713,mscoco/images,COCO_train2014_000000468249.jpg,"[640, 512]","[10, 142, 239, 295]","['Anticipation', 'Engagement']","[5, 7, 7]",Male,Adult
13714,mscoco/images,COCO_train2014_000000477351.jpg,"[426, 640]","[44, 86, 164, 407]","['Confidence', 'Engagement', 'Excitement']","[4, 4, 4]",Female,Adult
13715,mscoco/images,COCO_train2014_000000490940.jpg,"[640, 427]","[402, 129, 531, 420]",['Engagement'],"[6, 7, 7]",Male,Adult
13716,mscoco/images,COCO_train2014_000000367869.jpg,"[640, 480]","[461, 157, 609, 468]","['Confidence', 'Happiness']","[8, 7, 7]",Male,Adult
13717,mscoco/images,COCO_train2014_000000367869.jpg,"[640, 480]","[396, 172, 485, 466]",['Anticipation'],"[5, 5, 6]",Male,Adult
13718,ade20k/images,sun_anfvbfykzluocfhw.jpg,"[360, 480]","[94, 55, 270, 435]","['Confidence', 'Engagement', 'Pleasure']","[6, 7, 7]",Female,Adult
13719,mscoco/images,COCO_train2014_000000061621.jpg,"[640, 468]","[28, 171, 135, 425]",['Engagement'],"[5, 8, 9]",Male,Adult
13720,framesdb/images,frame_gqokt5w4ypbly9bi.jpg,"[1920, 1080]","[366, 524, 428, 695]",['Sadness'],"[6, 3, 2]",Male,Adult
13721,framesdb/images,frame_gqokt5w4ypbly9bi.jpg,"[1920, 1080]","[243, 545, 336, 769]","['Confidence', 'Engagement']","[7, 5, 7]",Male,Adult
13722,framesdb/images,frame_gqokt5w4ypbly9bi.jpg,"[1920, 1080]","[568, 541, 671, 759]",['Engagement'],"[6, 7, 7]",Male,Adult
13723,mscoco/images,COCO_val2014_000000233405.jpg,"[640, 640]","[24, 205, 412, 629]","['Engagement', 'Excitement', 'Happiness']","[7, 8, 7]",Male,Kid
13724,mscoco/images,COCO_train2014_000000567124.jpg,"[640, 411]","[240, 33, 448, 328]",['Engagement'],"[7, 9, 8]",Male,Adult
13725,ade20k/images,sun_ajcpyppgnmcyhqvi.jpg,"[640, 466]","[506, 115, 581, 417]",['Disconnection'],"[5, 2, 8]",Male,Adult
13726,mscoco/images,COCO_train2014_000000532644.jpg,"[640, 480]","[184, 164, 383, 478]","['Anticipation', 'Engagement']","[8, 4, 7]",Female,Teenager
13727,mscoco/images,COCO_train2014_000000115959.jpg,"[333, 500]","[128, 73, 325, 297]","['Confidence', 'Engagement', 'Excitement', 'Pleasure']","[4, 5, 4]",Male,Adult
13728,mscoco/images,COCO_train2014_000000118848.jpg,"[640, 424]","[309, 85, 492, 370]","['Confidence', 'Engagement']","[8, 4, 6]",Male,Adult
13729,mscoco/images,COCO_train2014_000000287900.jpg,"[640, 413]","[270, 89, 407, 374]",['Pleasure'],"[5, 4, 7]",Male,Adult
13730,framesdb/images,frame_dsc8i40pksqlslva.jpg,"[360, 467]","[124, 33, 259, 310]",['Engagement'],"[5, 2, 9]",Female,Adult
13731,mscoco/images,COCO_train2014_000000411583.jpg,"[640, 597]","[260, 94, 545, 474]","['Excitement', 'Happiness']","[5, 7, 7]",Male,Adult
13732,mscoco/images,COCO_train2014_000000278555.jpg,"[640, 429]","[127, 35, 241, 395]",['Anticipation'],"[6, 6, 6]",Male,Adult
13733,framesdb/images,frame_bf0sqsf6wb7j9yiy.jpg,"[500, 338]","[391, 6, 497, 165]",['Disconnection'],"[5, 4, 5]",Female,Adult
13734,mscoco/images,COCO_train2014_000000254191.jpg,"[640, 477]","[61, 144, 246, 314]","['Confidence', 'Engagement']","[7, 4, 9]",Female,Kid
13735,mscoco/images,COCO_train2014_000000208189.jpg,"[640, 640]","[132, 87, 321, 545]","['Anticipation', 'Confidence', 'Surprise']","[5, 4, 10]",Female,Adult
13736,mscoco/images,COCO_train2014_000000054245.jpg,"[480, 640]","[29, 12, 157, 280]","['Engagement', 'Excitement', 'Happiness']","[9, 4, 1]",Male,Adult
13737,mscoco/images,COCO_train2014_000000161015.jpg,"[640, 383]","[134, 83, 336, 382]","['Happiness', 'Peace']","[8, 5, 6]",Female,Adult
13738,mscoco/images,COCO_train2014_000000161015.jpg,"[640, 383]","[275, 139, 416, 381]",['Happiness'],"[6, 6, 4]",Male,Teenager
13739,framesdb/images,frame_age9e6krau3d7krs.jpg,"[700, 467]","[309, 183, 583, 405]",['Engagement'],"[6, 3, 9]",Male,Adult
13740,framesdb/images,frame_age9e6krau3d7krs.jpg,"[700, 467]","[33, 102, 304, 391]","['Anticipation', 'Engagement', 'Happiness']","[6, 4, 3]",Male,Adult
13741,mscoco/images,COCO_train2014_000000441598.jpg,"[640, 427]","[394, 27, 501, 281]","['Confidence', 'Excitement']","[6, 10, 10]",Male,Adult
13742,mscoco/images,COCO_train2014_000000411653.jpg,"[500, 484]","[151, 40, 277, 235]",['Sensitivity'],"[6, 4, 7]",Male,Kid
13743,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,"[530, 372]","[418, 158, 519, 339]",['Disconnection'],"[6, 6, 6]",Male,Adult
13744,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,"[530, 372]","[241, 75, 301, 205]",['Engagement'],"[6, 3, 4]",Female,Adult
13745,framesdb/images,frame_eq9fiq1bgkekvs2s.jpg,"[530, 372]","[308, 88, 352, 206]",['Engagement'],"[6, 6, 7]",Male,Adult
